K_text,B_text,T_text,Anna_exit,trial_num,trial_code,cond,K_hit,B_hit,T_hit,book_move,start_shelf,mid_shelf,end_shelf,rectangle,rectangle_path,Todd_mid,Todd_final,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,sessionInst.started,startSession.started,startSession.keys,startSession.rt,crossText.started,movingImage.started,staticImage.started,promptText3.started,rectImage.started,respText.started,keyResp.started,keyResp.keys,keyResp.rt,crossText.stopped,respText.stopped,keyResp.stopped,subject,session,date,expName,psychopyVersion,frameRate,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,25,no_7,no_K,0,0,0,hide,B-X-X,B-O-O,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-L_none_B-X-X.png,stimuli/mB-L_none_B-O-O.png,stimuli/mB-L_none_O-X-X.png,stimuli/mW-L_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,1,1,24,,,,,,,,,33.101951057091355,39.77611958491616,40.49474012106657,40.49474012106657,40.49474012106657,41.402199486561585,41.402199486561585,right,0.30338922288501635,34.14196957380045,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,7,per_7,per_K,1,1,1,switch,B-X-O,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_B-X-O.png,stimuli/m0_wW-R_B-X-O.png,stimuli/m0_none_B-X-O.png,stimuli/mW-R_none_B-X-O.png,stimuli/mB-R_none_B-X-O.png,stimuli/mB-R_none_O-X-B.png,stimuli/mB-R_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,2,2,6,,,,,,,,,41.73564681177959,48.412699996319134,49.146955808158964,49.146955808158964,49.146955808158964,50.035531771951355,50.035531771951355,left,1.590451704338193,42.804581509844866,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,23,no_5,no_K,0,0,0,no,X-O-X,X-O-O,X-O-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-R_none_X-O-X.png,stimuli/mB-R_none_X-O-O.png,stimuli/mB-R_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,3,3,22,,,,,,,,,51.65224872977706,58.32437727408251,59.06399594247341,59.06399594247341,59.06399594247341,59.95220554975094,59.95220554975094,right,0.8416029043728486,52.71705213235691,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,2,per_2,per_K,1,1,1,no,X-X-B,O-X-B,X-X-B,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_X-X-B.png,stimuli/mW-L_none_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/m0_wW-L_X-X-B.png,0,4,4,1,,,,,,,,,60.81867468758719,67.49346461001551,68.23467253433773,68.23467253433773,68.23467253433773,69.11916628543986,69.11916628543986,left,1.0826273296261206,61.87962781771785,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,16,mem_7,mem_K,1,1,1,switch,B-X-O,O-X-B,O-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,5,5,15,,,,,,,,,70.2189201657311,76.89322182664182,77.63044762867503,77.63044762867503,77.63044762867503,78.51906433439581,78.51906433439581,left,0.3316195283550769,71.28102561866399,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,21,no_3,no_K,0,0,0,no,X-X-O,X-O-O,X-X-O,M,stimuli/blue-M.png,mB-M,m0,stimuli/m0_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/mW-R_none_X-X-O.png,stimuli/mB-M_none_X-X-O.png,stimuli/mB-M_none_X-O-O.png,stimuli/mB-M_none_X-X-O.png,stimuli/mW-L_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,6,6,20,,,,,,,,,78.86897620989475,85.54405036341632,86.28440366970608,86.28440366970608,86.28440366970608,87.16909663920524,87.16909663920524,right,0.5295168600277975,79.9326802220894,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,6,per_6,per_K,1,1,1,no,X-B-X,O-B-X,X-B-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-X.png,stimuli/mW-R_w0_X-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_X-B-X.png,stimuli/mW-L_w0_X-B-X.png,stimuli/m0_wW-R_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,7,7,5,,,,,,,,,87.71894582989626,94.37037587154191,95.13335987442406,95.13335987442406,95.13335987442406,96.01891612360487,96.01891612360487,left,0.0865468955016695,88.78689726808807,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,13,mem_4,mem_K,1,1,1,no,B-X-O,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-O.png,stimuli/mW-R_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,8,8,12,,,,,,,,,96.1356658032746,102.8108236862463,103.54882166004973,103.54882166004973,103.54882166004973,104.43564122979296,104.43564122979296,left,0.0469957881141454,97.20217523392057,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,9,per_9,per_K,1,1,1,switch,X-O-B,X-B-O,X-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_X-O-B.png,stimuli/m0_wW-R_X-O-B.png,stimuli/m0_none_X-O-B.png,stimuli/mW-R_none_X-O-B.png,stimuli/mB-R_none_X-O-B.png,stimuli/mB-R_none_X-B-O.png,stimuli/mB-R_none_X-B-X.png,stimuli/mW-L_none_X-B-X.png,stimuli/m0_none_X-B-X.png,stimuli/m0_wW-L_X-B-X.png,0,9,9,8,,,,,,,,,104.50241018971428,111.17908258165698,111.91931719100103,111.91931719100103,111.91931719100103,112.8024638920906,112.8024638920906,left,0.9677392672747374,105.57001933158608,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,3,per_3,per_K,1,1,1,no,O-B-X,O-B-O,O-B-X,M,stimuli/blue-M.png,mB-R,m0,stimuli/m0_w0_O-B-X.png,stimuli/m0_wW-R_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/mW-R_none_O-B-X.png,stimuli/mB-R_none_O-B-X.png,stimuli/mB-R_none_O-B-O.png,stimuli/mB-R_none_O-B-X.png,stimuli/mW-L_none_O-B-X.png,stimuli/m0_none_O-B-X.png,stimuli/m0_wW-L_O-B-X.png,0,10,10,2,,,,,,,,,113.80229803716065,120.47487506346079,121.21679452789249,121.21679452789249,121.21679452789249,122.10259843664244,122.10259843664244,left,0.9798437898862176,114.86543422873365,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,14,mem_5,mem_K,1,1,1,no,O-B-X,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-X.png,stimuli/mW-R_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,11,11,13,,,,,,,,,123.10230458149454,129.7774124192656,130.51412718283245,130.51412718283245,130.51412718283245,131.40231882513035,131.40231882513035,right,0.8878764296532609,124.16455279156798,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,11,mem_2,mem_K,1,1,1,no,O-B-O,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-O.png,stimuli/mW-R_w0_O-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,12,12,10,,,,,,,,,132.319151400181,138.97127822501352,139.71136686915997,139.71136686915997,139.71136686915997,140.61902705713874,140.61902705713874,left,0.2957149838330224,133.38995124440407,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,27,no_9,no_K,0,0,0,hide,X-X-B,O-O-B,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_X-X-B.png,stimuli/m0_wW-R_X-X-B.png,stimuli/m0_none_X-X-B.png,stimuli/mW-R_none_X-X-B.png,stimuli/mB-M_none_X-X-B.png,stimuli/mB-M_none_O-O-B.png,stimuli/mB-M_none_X-X-O.png,stimuli/mW-L_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,13,13,26,,,,,,,,,140.93567619728856,147.6087706781109,148.32626904686913,148.32626904686913,148.32626904686913,149.2356763256248,149.2356763256248,right,0.27013386599719524,142.00182055460755,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,12,mem_3,mem_K,1,1,1,no,X-O-B,X-O-B,X-O-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-B.png,stimuli/mB-M_w0_X-O-X.png,stimuli/mW-L_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,14,14,11,,,,,,,,,149.5359504193184,156.18681520683458,156.94778970238985,156.94778970238985,156.94778970238985,157.83573272271315,157.83573272271315,left,0.10190980980405584,150.59601011424093,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,22,no_4,no_K,0,0,0,no,O-X-X,O-O-X,O-X-X,M,stimuli/blue-M.png,mB-M,m0,stimuli/m0_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/mW-R_none_O-X-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mB-M_none_O-O-X.png,stimuli/mB-M_none_O-X-X.png,stimuli/mW-L_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,15,15,21,,,,,,,,,157.96906564966775,164.6200674198917,165.35934186709346,165.35934186709346,165.35934186709346,166.2691196728265,166.2691196728265,right,0.3563675219193101,159.03316809859825,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,8,per_8,per_K,1,1,1,switch,O-X-B,B-X-O,B-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/mW-R_none_O-X-B.png,stimuli/mB-L_none_O-X-B.png,stimuli/mB-L_none_B-X-O.png,stimuli/mB-L_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,16,16,7,,,,,,,,,166.65260642464273,173.30553172703367,174.0439053606824,174.0439053606824,174.0439053606824,174.95244968053885,174.95244968053885,left,1.2101325571420603,167.7161458650953,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,17,mem_8,mem_K,1,1,1,switch,O-X-B,B-X-O,X-X-O,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_B-X-O.png,stimuli/mB-M_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,17,17,16,,,,,,,,,176.18577227764763,182.8362350995303,183.57473448774545,183.57473448774545,183.57473448774545,184.48575315781636,184.48575315781636,left,0.39631514123175293,177.25508167315274,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,18,18,18,,,,,,,,,184.90242276515346,191.55523129546782,192.2936613903148,192.2936613903148,192.2936613903148,193.20257206668612,193.20257206668612,right,0.9275237777619623,185.9624269612832,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,26,no_8,no_K,0,0,0,hide,X-B-O,O-B-O,X-O-X,R,stimuli/blue-R.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/mW-R_none_X-B-O.png,stimuli/mB-L_none_X-B-O.png,stimuli/mB-L_none_O-B-O.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,19,19,25,,,,,,,,,194.15239341172855,200.82481452799402,201.54240945831407,201.54240945831407,201.54240945831407,202.45244518929394,202.45244518929394,right,0.5495679830783047,195.21983990666922,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,5,per_5,per_K,1,1,1,no,X-B-O,O-B-O,X-B-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-B-O.png,stimuli/mW-R_w0_X-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_O-B-O.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mW-L_w0_X-B-O.png,stimuli/m0_wW-R_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_none_X-B-O.png,stimuli/m0_wW-L_X-B-O.png,0,20,20,4,,,,,,,,,203.01912913651904,209.67003691155696,210.40813786297804,210.40813786297804,210.40813786297804,211.31907921965467,211.31907921965467,left,0.23445612890645862,204.08324377593817,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,10,mem_1,mem_K,1,1,1,no,O-X-B,X-X-B,X-X-X,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_X-X-B.png,stimuli/mB-M_w0_X-X-X.png,stimuli/mW-L_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,21,21,9,,,,,,,,,211.58582944469526,218.2604663443053,218.99999069672776,218.99999069672776,218.99999069672776,219.88597200933145,219.88597200933145,left,0.2756587278563529,212.6479605617933,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,28,no_10,no_K,0,0,0,hide,O-B-O,O-B-O,X-O-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_O-B-O.png,stimuli/m0_wW-R_O-B-O.png,stimuli/m0_none_O-B-O.png,stimuli/mW-R_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_O-B-O.png,stimuli/mB-M_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,22,22,27,,,,,,,,,220.1855746632791,226.8374015376903,227.59972051682416,227.59972051682416,227.59972051682416,228.48592574958457,228.48592574958457,right,0.5402534804889001,221.2534410887747,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,24,no_6,no_K,0,0,0,no,X-X-X,X-X-O,X-X-X,R,stimuli/blue-R.png,mB-R,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-R_none_X-X-X.png,stimuli/mB-R_none_X-X-O.png,stimuli/mB-R_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,23,23,23,,,,,,,,,229.05276689009042,235.70360601338325,236.46539470588323,236.46539470588323,236.46539470588323,237.35255208070157,237.35255208070157,right,0.44947758089983836,230.11678400554229,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,1,per_1,per_K,1,1,1,no,B-X-X,B-O-X,B-X-X,L,stimuli/blue-L.png,mB-M,m0,stimuli/m0_w0_B-X-X.png,stimuli/m0_wW-R_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/mW-R_none_B-X-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mB-M_none_B-O-X.png,stimuli/mB-M_none_B-X-X.png,stimuli/mW-L_none_B-X-X.png,stimuli/m0_none_B-X-X.png,stimuli/m0_wW-L_B-X-X.png,0,24,24,0,,,,,,,,,237.8194218367571,244.47046049922938,245.23399467853596,245.23399467853596,245.23399467853596,246.11929075681837,246.11929075681837,left,0.7317110212752596,238.88173998182174,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,4,per_4,per_K,1,1,1,no,O-X-B,O-O-B,O-X-B,R,stimuli/blue-R.png,mB-M,m0,stimuli/m0_w0_O-X-B.png,stimuli/mW-R_w0_O-X-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mB-M_w0_O-O-B.png,stimuli/mB-M_w0_O-X-B.png,stimuli/mW-L_w0_O-X-B.png,stimuli/m0_wW-R_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_none_O-X-B.png,stimuli/m0_wW-L_O-X-B.png,0,25,25,3,,,,,,,,,246.86922194471117,253.54143004806247,254.28539462888148,254.28539462888148,254.28539462888148,255.1692932911683,255.1692932911683,left,0.2975798091501929,247.9305067846435,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,20,no_2,no_K,0,0,0,no,X-O-X,O-O-X,X-O-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-O-X.png,stimuli/m0_wW-R_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/mW-R_none_X-O-X.png,stimuli/mB-L_none_X-O-X.png,stimuli/mB-L_none_O-O-X.png,stimuli/mB-L_none_X-O-X.png,stimuli/mW-L_none_X-O-X.png,stimuli/m0_none_X-O-X.png,stimuli/m0_wW-L_X-O-X.png,0,26,26,19,,,,,,,,,255.4859437145642,262.15770109026926,262.8966611510259,262.8966611510259,262.8966611510259,263.786045537272,263.786045537272,right,0.7517788261175156,256.5500946046668,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,18,mem_9,mem_K,1,1,1,switch,X-O-B,X-B-O,X-X-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-L_w0_X-O-B.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,27,27,17,,,,,,,,,264.56920770107536,271.2444133836543,271.98262757837074,271.98262757837074,271.98262757837074,272.86940865177894,272.86940865177894,left,0.31673813867382705,265.63733141025295,,,S1,B-M,2023-01-25_09h19.15.833,knowing_that_K_ONLY,2022.2.5,60.018637997178566,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.099966572364792,20.099966572364792,left,11.684471881540958,,,,,,,,,,,,,S1,B-M,2023-01-25_09h24.14.468,knowing_that_K_ONLY,2022.2.5,60.088286271740564,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,18,mem_9,mem_K,1,1,1,switch,X-O-B,X-B-O,X-X-O,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_X-O-B.png,stimuli/mW-R_w0_X-O-B.png,stimuli/mB-L_w0_X-O-B.png,stimuli/mB-L_w0_X-B-O.png,stimuli/mB-L_w0_X-X-O.png,stimuli/mW-L_w0_X-X-O.png,stimuli/m0_wW-R_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_none_X-X-O.png,stimuli/m0_wW-L_X-X-O.png,0,0,0,17,,,,,,,,,31.845656108635012,38.47756820102222,39.241918822866865,39.241918822866865,39.241918822866865,40.108103729609866,40.108103729609866,left,0.06108190939994529,,,,S1,B-M,2023-01-25_09h24.14.468,knowing_that_K_ONLY,2022.2.5,60.088286271740564,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,late,14,mem_5,mem_K,1,1,1,no,O-B-X,O-B-X,O-X-X,M,stimuli/blue-M.png,mB-L,m0,stimuli/m0_w0_O-B-X.png,stimuli/mW-R_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-B-X.png,stimuli/mB-L_w0_O-X-X.png,stimuli/mW-L_w0_O-X-X.png,stimuli/m0_wW-R_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_none_O-X-X.png,stimuli/m0_wW-L_O-X-X.png,0,1,1,13,,,,,,,,,40.19112647260772,46.86218514031498,47.60178969340632,47.60178969340632,47.60178969340632,48.49114552827086,48.49114552827086,None,,41.24886644410435,51.49090011429507,51.49090011429507,S1,B-M,2023-01-25_09h24.14.468,knowing_that_K_ONLY,2022.2.5,60.088286271740564,
Does Anna know that the book is here?,Does Anna think that the book is here?,Is the book here?,early,19,no_1,no_K,0,0,0,no,X-X-X,O-X-X,X-X-X,L,stimuli/blue-L.png,mB-L,m0,stimuli/m0_w0_X-X-X.png,stimuli/m0_wW-R_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/mW-R_none_X-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mB-L_none_O-X-X.png,stimuli/mB-L_none_X-X-X.png,stimuli/mW-L_none_X-X-X.png,stimuli/m0_none_X-X-X.png,stimuli/m0_wW-L_X-X-X.png,0,2,2,18,,,,,,,,,51.50772043468896,58.16337705019396,58.90304095175816,58.90304095175816,58.90304095175816,59.7913413461647,59.7913413461647,right,0.648868891352322,,,,S1,B-M,2023-01-25_09h24.14.468,knowing_that_K_ONLY,2022.2.5,60.088286271740564,
